Date/Time,kWh del int,kVARh del int,kWh rec int,kVARh rec int,kWh del-rec,kVARh del-rec,Vln a,Vll ab,Vll bc,Vll ca,kW tot,kVAR tot,PF sign tot,Freq,Vll avg,I avg
29-01-2023 13:00:00000,1645.822021,0.000000,0.000000,137.872681,4322014.000000,1896560.125000,13257.893,22956.182,23018.510,22999.836,6526.259277,-501.725800,99.705795,49.943851,22991.510,164.998276
29-01-2023 13:15:00000,1617.255615,0.000000,0.000000,133.714035,4323631.500000,1896426.500000,13264.684570,22972.176,23033.053,23009.053,6455.896973,-298.132263,99.893539,50.112411,23004.760,162.782043
29-01-2023 13:30:00000,1492.383911,0.484885,0.000000,97.758232,4325124.000000,1896329.250000,13280.768,23001.037,23058.178,23034.457,5385.887695,49.881153,-99.995712,50.061810,23031.225,135.648285
29-01-2023 13:45:00000,1432.396729,25.764170,0.000000,11.473669,4326556.000000,1896343.500000,13280.023,22998.080,23053.809,23032.830,5984.632813,-139.515244,99.972839,50.142433,23028.238,150.720825
29-01-2023 14:00:00000,1498.591797,26.978298,0.000000,10.406394,4328055.000000,1896360.000000,13311.704,23053.432,23110.715,23088.410,5990.261230,72.793900,-99.992615,50.177582,23084.186,150.463730
29-01-2023 14:15:00000,1512.924805,26.352861,0.000000,10.021879,4329568.000000,1896376.375000,13318.262,23065.133,23123.236,23100.145,6357.625977,360.536224,-99.839592,50.076653,23096.170,159.859543
29-01-2023 14:30:00000,1607.827271,43.820412,0.000000,2.082704,4331175.500000,1896418.125000,13265.802,22973.357,23031.539,23009.496,6391.861816,-38.310009,99.998207,50.064640,23004.797,161.049896
29-01-2023 14:45:00000,1599.379028,17.723776,0.000000,18.920288,4332775.000000,1896416.875000,13244.482,22936.803,23000.117,22975.037,6372.469238,-182.566986,99.958984,50.069084,22970.650,160.862381
29-01-2023 15:00:00000,1538.903442,7.743758,0.000000,31.004971,4334314.000000,1896393.625000,13260.733,22966.307,23025.871,23000.639,5403.346191,73.068848,-99.990860,50.031872,22997.605,136.332092
29-01-2023 15:15:00000,1373.438843,16.374836,0.000000,21.214836,4335687.500000,1896388.875000,13251.942,22949.537,23006.244,22985.234,6049.304688,-56.646393,99.995613,50.124420,22980.340,152.630768
29-01-2023 15:30:00000,1528.205566,20.590857,0.000000,14.742285,4337215.500000,1896394.625000,13252.256,22951.363,23010.842,22986.242,6206.513184,-193.347168,99.951515,50.155792,22982.816,156.643646
29-01-2023 15:45:00000,1542.782227,2.435839,0.000000,41.599045,4338758.500000,1896355.500000,13273.125000,22985.699,23045.455,23023.633,6158.640137,-4.637272,100.000000,50.178082,23018.262,155.139709
29-01-2023 16:00:00000,1545.706787,2.644549,0.000000,41.559547,4340304.000000,1896316.625000,13248.893,22943.271,23001.373,22981.062500,6156.896973,-229.182739,99.930794,50.219257,22975.236,155.479187
29-01-2023 16:15:00000,1545.854736,4.613972,0.000000,36.770683,4341850.000000,1896284.500000,13239.287,22925.244,22980.824,22963.467,6208.342773,-262.639343,99.910637,50.199368,22956.512,156.886429
29-01-2023 16:30:00000,1557.280640,12.522904,0.000000,24.218605,4343407.000000,1896272.750000,13271.428,22980.020,23039.049,23021.553,6312.977051,87.865585,-99.990318,50.200687,23013.541,159.009354
29-01-2023 16:45:00000,1472.052246,7.815905,0.000000,30.349695,4344879.000000,1896250.250000,13252.453,22950.174,23007.125000,22985.799,5873.225586,34.920433,-99.998230,49.851822,22981.031250,148.251404
29-01-2023 17:00:00000,1538.669312,13.816157,0.000000,21.885139,4346418.000000,1896242.125000,13245.934570,22938.367,22992.262,22972.551,6396.818359,-329.988678,99.867210,50.020027,22967.727,161.637177
29-01-2023 17:15:00000,1605.536987,5.376320,0.000000,35.017380,4348023.500000,1896212.500000,13267.346,22976.135,23029.387,23008.799,6454.075195,-27.648746,99.999084,49.952202,23004.773,162.608719
29-01-2023 17:30:00000,1608.790771,6.675095,0.000000,33.408817,4349632.000000,1896185.750000,13285.683,23006.145,23062.471,23043.113,6427.494141,-1.108172,100.000000,49.867767,23037.242,161.761276
29-01-2023 17:45:00000,1610.224976,4.758075,0.000000,36.194439,4351242.500000,1896154.375000,13251.260,22946.258,23001.617,22983.363,6491.974121,-303.174866,99.891136,49.788391,22977.080,163.942490
29-01-2023 18:00:00000,1613.246826,4.107582,0.000000,44.035553,4352855.500000,1896114.375000,13291.336,23013.701,23069.373,23053.941,6421.670410,-205.128754,99.949020,50.043449,23045.672,161.626663
29-01-2023 18:15:00000,1614.235352,0.000000,0.000000,127.804298,4354470.000000,1895986.625000,13315.632,23055.590,23115.588,23098.062500,6466.456055,-440.660309,99.768616,50.116959,23089.746,162.717560
29-01-2023 18:30:00000,1624.327881,0.000000,0.000000,180.627930,4356094.000000,1895806.000000,13257.044,22951.982,23012.256,22997.818,6551.700195,-894.179504,99.081467,50.054379,22987.352,166.586990
29-01-2023 18:45:00000,1642.428345,0.000000,0.000000,157.518906,4357736.500000,1895648.500000,13292.090820,23013.213,23071.850,23057.283,6581.309570,-585.497986,99.606606,49.994659,23047.449,166.056671
29-01-2023 19:00:00000,1625.805542,0.000000,0.000000,158.331009,4359362.500000,1895490.125000,13298.974,23025.512,23084.553,23069.299,6390.576172,-419.322601,99.785423,49.937382,23059.789,160.936310
29-01-2023 19:15:00000,1600.466064,0.000000,0.000000,143.356110,4360963.000000,1895346.750000,13239.684570,22926.350,22985.566,22964.975,6398.263672,-688.588440,99.425865,49.729355,22958.965,162.409637
29-01-2023 19:30:00000,1658.881348,1.190248,0.000000,78.316910,4362622.000000,1895269.625000,13302.537,23033.596,23088.992,23072.781250,7046.593750,-363.863190,99.866951,49.956791,23065.123,177.164078
29-01-2023 19:45:00000,1848.190674,0.000000,0.000000,204.810699,4364470.000000,1895064.875000,13300.303,23031.652,23082.561,23065.297,8179.945801,-807.057373,99.516808,50.000401,23059.836,206.285080
29-01-2023 20:00:00000,2195.680176,0.000000,0.000000,207.038925,4366665.500000,1894857.750000,13269.418,22978.273,23026.750000,23009.773,8914.255859,-735.081238,99.661728,49.983616,23004.934,224.905365
29-01-2023 20:15:00000,2204.051758,0.373295,0.000000,100.513115,4368869.500000,1894757.625000,13292.773,23018.883,23063.777,23048.328,8863.464844,73.547050,-99.996559,49.871044,23043.662,222.508057
29-01-2023 20:30:00000,2212.545654,0.112017,0.000000,125.290749,4371082.500000,1894632.500000,13265.853,22970.363,23018.416,23004.137,8865.304688,-886.389832,99.503876,50.112030,22997.639,224.044144
29-01-2023 20:45:00000,2230.354492,0.000000,0.000000,183.448746,4373312.500000,1894449.000000,13294.442,23020.693,23069.906250,23053.465,8919.130859,-378.423798,99.910110,50.124138,23048.021,223.983017
29-01-2023 21:00:00000,2241.523193,0.000000,0.000000,173.417389,4375554.000000,1894275.625000,13249.154,22939.869,22987.850,22975.754,9044.656250,-802.182617,99.609001,50.100071,22967.824,228.564636
29-01-2023 21:15:00000,2292.092773,0.213518,0.000000,99.839943,4377846.000000,1894176.000000,13297.491,23020.242,23071.246,23062.467,9190.411133,-33.753960,99.999329,49.964005,23051.318,230.563782
29-01-2023 21:30:00000,2294.482910,19.845949,0.000000,20.904060,4380140.500000,1894174.875000,13264.543,22962.766,23014.053,23005.281250,9198.861328,-108.150223,99.993088,49.932362,22994.033,231.350906
29-01-2023 21:45:00000,2318.067383,28.072342,0.000000,11.883117,4382459.000000,1894191.125000,13295.301,23017.271,23068.936,23057.988,9351.950195,208.254486,-99.975212,49.954716,23048.064,234.713409
29-01-2023 22:00:00000,2355.166992,6.853161,0.000000,41.284660,4384814.000000,1894156.625000,13260.622070,22956.658,23008.725,22998.518,9435.866211,-473.618958,99.874268,50.028450,22987.967,237.653473
29-01-2023 22:15:00000,2351.520020,0.143394,0.000000,86.630814,4387165.500000,1894070.125000,13283.720,22994.721,23046.328,23037.826,9524.021484,-153.649994,99.986992,50.086182,23026.291,239.213913
29-01-2023 22:30:00000,2413.863770,0.695408,0.000000,65.826904,4389579.500000,1894005.000000,13286.120,23001.791,23052.754,23041.762,9720.576172,-165.573242,99.985497,49.922375,23032.102,244.090805
29-01-2023 22:45:00000,2426.551025,0.000000,0.000000,127.529793,4392006.000000,1893877.500000,13261.937500,22959.732,23010.088,22999.562500,9762.011719,-935.239197,99.544212,50.029213,22989.795,246.639313
29-01-2023 23:00:00000,2450.299805,0.000000,0.000000,195.990021,4394456.000000,1893681.500000,13305.766,23037.584,23085.861,23073.797,9870.824219,-699.639282,99.749748,50.008743,23065.746,248.064133
29-01-2023 23:15:00000,2439.708252,0.000000,0.000000,258.281158,4396896.000000,1893423.250000,13324.614,23071.279,23121.453,23106.586,9764.326172,-624.052368,99.796387,50.077797,23099.773,244.937561
29-01-2023 23:30:00000,2435.845215,0.000000,0.000000,340.210785,4399332.000000,1893083.000000,13324.762,23073.666,23123.799,23105.607,9729.091797,-1063.720825,99.407608,50.104034,23101.023,244.965851
29-01-2023 23:45:00000,2432.247559,0.000000,0.000000,395.318787,4401764.000000,1892687.750000,13306.262,23044.586,23093.770,23072.270,9784.112305,-1557.255493,98.756943,50.125233,23070.209,248.247269
30-01-2023 0:00:00000,2402.624756,0.000000,0.000000,458.940979,4404166.500000,1892228.750000,13259.783,22962.426,23013.779,22993.875000,9568.919922,-1990.409058,97.904404,50.059872,22990.027,245.741364
30-01-2023 0:15:00000,2381.911621,0.000000,0.000000,493.614685,4406548.500000,1891735.125000,13251.081,22950.250000,22992.529,22972.482,9795.654297,-1655.502930,98.601768,50.036198,22971.754,249.972870
30-01-2023 0:30:00000,2473.975830,0.000000,0.000000,287.477783,4409022.500000,1891447.750000,13266.913,22979.852,23023.590,22999.475,9988.469727,-1415.250244,99.011086,49.971920,23000.973,253.527084
30-01-2023 0:45:00000,2500.682861,0.000000,0.000000,363.793060,4411523.000000,1891083.875000,13239.280,22931.218750,22968.443,22948.693,9931.959961,-1813.089478,98.374275,49.943981,22949.451,254.299301
30-01-2023 1:00:00000,2507.217773,0.000000,0.000000,323.767822,4414030.500000,1890760.125000,13239.546,22931.467,22971.093750,22950.242,9932.926758,-1707.916260,98.553741,49.990437,22950.936,253.868607
30-01-2023 1:15:00000,2322.978516,0.000000,0.000000,370.010590,4416353.500000,1890390.125000,13329.183,23089.801,23125.557,23101.535,9638.265625,-551.111023,99.836922,50.037960,23105.633,241.643799
30-01-2023 1:30:00000,2476.820313,0.284479,0.000000,72.488586,4418830.000000,1890317.875000,13395.172,23206.436,23241.244,23214.086,9942.676758,-196.250198,99.980522,50.004066,23220.588,247.684570
30-01-2023 1:45:00000,2500.322510,6.059701,0.000000,51.007538,4421330.500000,1890273.000000,13345.978,23120.934,23157.437500,23130.027,10008.907,-288.107666,99.958595,50.038109,23136.133,250.276627
30-01-2023 2:00:00000,2498.730713,2.354065,0.000000,60.848969,4423829.500000,1890214.500000,13374.965,23171.746,23210.682,23181.064,9963.019531,-175.491333,99.984489,49.976215,23187.830,248.569824
30-01-2023 2:15:00000,2488.691650,0.555381,0.000000,65.187805,4426318.000000,1890149.875000,13368.215,23156.104,23190.713,23169.400,9945.823242,-48.863152,99.998795,49.928463,23172.072,248.258453
30-01-2023 2:30:00000,2482.808838,5.351768,0.000000,47.441586,4428801.000000,1890107.750000,13345.327,23116.988,23149.889,23128.385,9942.057617,-275.773438,99.961555,50.024696,23131.754,248.640152
30-01-2023 2:45:00000,2480.410889,3.915353,0.000000,46.722252,4431281.000000,1890065.000000,13402.700,23217.326,23255.172,23229.799,9961.273438,55.477215,-99.998451,49.997601,23234.098,247.971527
30-01-2023 3:00:00000,2468.729004,1.670609,0.000000,59.036583,4433750.000000,1890007.625000,13375.404,23170.248,23208.863,23183.039,9903.332031,-504.007751,99.870750,49.983719,23187.383,247.290222
30-01-2023 3:15:00000,2459.292236,0.867430,0.000000,68.990089,4436209.000000,1889939.500000,13407.248,23223.555,23262.521,23238.965,9811.247070,27.437147,-99.999611,49.974949,23241.680,244.139069
30-01-2023 3:30:00000,2447.918701,1.228362,0.000000,63.018265,4438657.000000,1889877.625000,13384.661,23184.455,23220.355,23198.260,9766.325195,-399.940643,99.916260,49.999516,23201.023,243.609207
30-01-2023 3:45:00000,2482.411377,3.697515,0.000000,52.672184,4441139.500000,1889828.750000,13401.537,23217.680,23257.697,23227.689,9944.128906,53.473461,-99.998550,50.031181,23234.357,247.431534
30-01-2023 4:00:00000,2486.626709,6.519688,0.000000,40.235779,4443626.000000,1889795.000000,13395.681,23206.891,23259.607,23224.398,9893.311523,-266.318573,99.963791,50.055847,23230.299,246.328979
30-01-2023 4:15:00000,2409.626953,0.392719,0.000000,69.082420,4446036.000000,1889726.250000,13383.731,23187.455,23221.783,23193.600,9563.024414,-399.278076,99.912949,50.009911,23200.945,238.548477
30-01-2023 4:30:00000,2400.811523,0.573861,0.000000,67.475677,4448436.500000,1889659.375000,13395.218750,23205.527,23241.787,23215.826,9599.245117,-35.939312,99.999298,49.935692,23221.047,239.061111
30-01-2023 4:45:00000,2413.295166,5.959071,0.000000,44.985813,4450850.000000,1889620.375000,13346.235,23118.986,23153.602,23130.467,9607.435547,-245.212234,99.967445,49.936825,23134.352,240.228165
30-01-2023 5:00:00000,2428.447510,17.828608,0.000000,22.089966,4453278.500000,1889616.125000,13399.090,23211.324,23247.314,23222.490,9672.039063,-0.487403,100.000000,49.977734,23227.045,240.816422
30-01-2023 5:15:00000,2431.576172,9.110603,0.000000,36.106697,4455710.000000,1889589.125000,13377.987,23177.277,23211.967,23183.908,9745.306641,-38.661041,99.999214,49.989681,23191.051,243.014008
30-01-2023 5:30:00000,2465.544189,25.783649,0.000000,16.632507,4458175.500000,1889598.250000,13365.406250,23151.887,23183.949,23162.412,9769.604492,-216.397568,99.975479,49.933369,23166.084,243.904755
30-01-2023 5:45:00000,2328.215820,20.084391,0.000000,22.683868,4460503.500000,1889595.625000,13382.593750,23184.891,23218.771,23192.127,8644.944336,-36.226093,99.999123,49.942554,23198.596,215.543472
30-01-2023 6:00:00000,2246.027100,36.570324,0.000000,9.263660,4462749.500000,1889623.000000,13395.726,23214.125000,23245.770,23210.059,9465.037109,256.555267,-99.963287,49.958858,23223.318,235.770615
30-01-2023 6:15:00000,2393.862061,60.183781,0.000000,0.835250,4465143.500000,1889682.250000,13367.678,23160.131,23190.488,23163.490,9678.272461,223.865982,-99.973259,50.019714,23171.369,241.565643
30-01-2023 6:30:00000,2454.047363,60.092655,0.000000,1.249643,4467597.500000,1889741.125000,13345.183,23121.227,23155.203,23126.066,9881.518555,35.814907,-99.999344,49.988403,23134.166,246.953629
30-01-2023 6:45:00000,2462.354980,86.340469,0.000000,0.013811,4470060.000000,1889827.500000,13375.437,23172.803,23202.648,23176.789,9848.033203,240.319031,-99.970238,49.950623,23184.080,245.657562
30-01-2023 7:00:00000,2461.084961,69.603729,0.000000,0.382098,4472521.000000,1889896.750000,13394.681,23207.973,23242.432,23211.324,9860.028320,274.255676,-99.961342,50.040886,23220.576,245.621368
30-01-2023 7:15:00000,2465.726563,97.032234,0.000000,0.734933,4474987.000000,1889993.000000,13396.756,23212.709,23247.943,23214.736,9889.467773,822.416260,-99.655998,50.062855,23225.129,247.094025
30-01-2023 7:30:00000,2480.576904,171.892532,0.000000,0.000000,4477467.500000,1890164.875000,13378.934570,23183.381,23213.654,23180.514,9840.986328,959.389832,-99.528152,50.006187,23192.518,246.560089
30-01-2023 7:45:00000,2480.839600,163.074158,0.000000,0.000000,4479948.000000,1890328.000000,13385.452,23190.557,23221.223,23194.615,9905.831055,204.331619,-99.978729,50.112080,23202.131,247.009018
30-01-2023 8:00:00000,2540.850342,34.488293,0.000000,19.924299,4482489.000000,1890342.500000,13401.291,23225.111,23262.791,23222.311,10170.683,-117.458054,99.993332,50.013885,23236.736,253.122482
30-01-2023 8:15:00000,2542.272461,8.557570,0.000000,39.487938,4485031.500000,1890311.625000,13358.536,23149.184,23186.102,23148.959,10154.932,-309.415283,99.953613,50.042461,23161.414,253.656555
30-01-2023 8:30:00000,2548.652588,24.729694,0.000000,20.577806,4487580.000000,1890315.750000,13355.532,23143.049,23178.139,23142.807,10189.072,-217.542023,99.977219,50.171406,23154.664,254.481613
30-01-2023 8:45:00000,2513.972168,46.076611,0.000000,8.816069,4490094.000000,1890353.000000,13377.942,23178.527,23221.545,23187.477,9988.022461,660.258301,-99.782219,50.102955,23195.852,249.569382
30-01-2023 9:00:00000,2509.105957,134.610519,0.000000,0.000000,4492603.000000,1890487.625000,13371.446,23165.242,23213.076,23179.699,10032.869,369.019165,-99.932426,50.185143,23186.006,250.349838
30-01-2023 9:15:00000,2378.956299,91.376450,0.000000,0.273595,4494982.000000,1890578.750000,13316.793,23070.100,23114.367,23083.455,9879.376953,462.758240,-99.890480,50.129826,23089.309,247.718872
30-01-2023 9:30:00000,2487.135254,125.079636,0.000000,0.502928,4497469.000000,1890703.250000,13309.505,23055.287,23097.998,23071.260,9890.253906,15.535469,-99.999878,50.094112,23074.848,247.860458
30-01-2023 9:45:00000,2488.697754,50.537102,0.000000,3.801872,4499958.000000,1890750.000000,13356.713,23139.664,23185.318,23153.512,9938.112305,576.825073,-99.831985,50.178368,23159.496,248.559326
30-01-2023 10:00:00000,2485.160889,87.259354,0.000000,0.000000,4502443.000000,1890837.250000,13346.306,23122.262,23167.732,23134.718750,9901.791016,481.332489,-99.882057,50.220398,23141.570,247.715347
30-01-2023 10:15:00000,1751.805786,64.346893,0.000000,0.591985,4504195.000000,1890901.000000,13291.838,23026.059,23065.184,23039.992,5103.370117,86.670280,-99.985580,50.004734,23043.744,128.358170
30-01-2023 10:30:00000,1338.760986,83.571228,0.000000,0.104534,4505533.500000,1890984.500000,13338.061,23109.035,23150.361,23119.949,5380.291992,353.468170,-99.784889,49.950573,23126.449,135.073364
30-01-2023 10:45:00000,1336.905518,6.947352,0.000000,75.181091,4506870.500000,1890916.250000,13243.971680,22935.520,22994.100,22971.266,5348.139648,-848.449585,98.764870,50.091442,22966.961,136.495285
30-01-2023 11:00:00000,1337.302124,0.000000,0.000000,154.810318,4508208.000000,1890761.500000,13229.360,22916.592,22969.527,22939.998,5351.835449,-668.990845,99.227760,49.957352,22942.039,136.101898
30-01-2023 11:15:00000,1333.576538,0.000000,0.000000,119.110069,4509541.500000,1890642.375000,13259.440430,22970.398,23019.437500,22989.314,5329.696777,-244.354355,99.895065,50.013515,22993.051,134.358246
30-01-2023 11:30:00000,1339.310425,0.000000,0.000000,160.691742,4510880.500000,1890481.625000,13238.041,22932.277,22975.400,22949.861,5359.708496,-939.243896,98.499001,50.000118,22952.514,137.240067
30-01-2023 11:45:00000,1336.322510,0.000000,0.000000,168.296860,4512217.000000,1890313.375000,13267.913,22984.527,23033.418,23004.480,5316.457520,-786.129272,98.924370,50.194248,23007.477,135.221649
30-01-2023 12:00:00000,1334.199097,0.000000,0.000000,276.705933,4513551.000000,1890036.625000,13295.557,23031.355,23107.343750,23067.031250,5318.042969,-1745.764160,95.011612,50.194313,23068.578,140.389786
30-01-2023 12:15:00000,1322.143799,0.000000,0.000000,425.365692,4514873.500000,1889611.250000,13273.386,22997.465,23073.943,23026.598,5310.476074,-1532.445190,96.079575,50.210487,23032.670,138.849152
30-01-2023 12:30:00000,1325.660889,0.000000,0.000000,376.699341,4516199.000000,1889234.625000,13263.634,22981.875000,23058.359,23008.789,5295.967773,-1470.108276,96.356453,50.040611,23016.340,138.198059
30-01-2023 12:45:00000,1329.147827,0.000000,0.000000,354.707489,4517528.000000,1888879.875000,13283.375000,23015.334,23101.354,23049.170,5289.300293,-1489.114624,96.257980,49.775017,23055.287,137.952377
30-01-2023 13:00:00000,1325.658569,0.000000,0.000000,424.033844,4518854.000000,1888455.875000,13316.183,23073.148,23156.139,23103.342,5301.028809,-2210.951416,92.294151,50.048866,23110.875000,143.771942
30-01-2023 13:15:00000,1321.318970,0.000000,0.000000,574.491943,4520175.000000,1887881.375000,13313.872070,23070.027,23154.914,23100.492,5325.591797,-2182.760010,92.529655,49.858921,23108.479,144.028351
30-01-2023 13:30:00000,1345.800415,0.000000,0.000000,580.894409,4521521.000000,1887300.500000,13238.410,22934.887,23013.119,22968.879,5372.659180,-2565.236816,90.241486,49.893650,22972.295,149.885025
30-01-2023 13:45:00000,1346.974121,0.000000,0.000000,566.335754,4522868.000000,1886734.125000,13296.877,23037.406250,23140.170,23081.129,5390.343262,-1987.322144,93.826370,49.908482,23086.234,143.927734
30-01-2023 14:00:00000,1346.085571,0.000000,0.000000,492.897308,4524214.000000,1886241.250000,13298.359,23040.525,23117.687500,23070.533,5354.149414,-2005.649658,93.645309,49.938126,23076.250000,143.359802
30-01-2023 14:15:00000,1345.245972,0.000000,0.000000,408.473999,4525559.000000,1885832.750000,13297.714,23041.293,23119.088,23068.918,5419.762695,-1372.918335,96.938118,49.751606,23076.434,140.215607
30-01-2023 14:30:00000,1353.097534,0.000000,0.000000,375.469940,4526912.500000,1885457.250000,13281.272,23010.828,23089.555,23042.160,5380.932129,-1653.635010,95.588066,49.822868,23047.514,141.359222
30-01-2023 14:45:00000,1350.904907,0.000000,0.000000,350.050507,4528263.000000,1885107.250000,13322.646,23083.162,23158.104,23111.461,5409.164551,-1519.264648,96.274658,49.960133,23117.574,140.645538
30-01-2023 15:00:00000,1318.356445,0.000000,0.000000,367.239502,4529581.500000,1884740.000000,13287.098,23020.840,23099.678,23052.287,5061.873535,-1389.984375,96.430420,49.839039,23057.602,131.767151
30-01-2023 15:15:00000,1248.733154,0.000000,0.000000,383.276581,4530830.500000,1884356.750000,13263.562500,22978.937500,23057.389,23011.947,5200.206055,-1866.067749,94.123337,49.804790,23016.092,138.903015
30-01-2023 15:30:00000,1297.069580,0.000000,0.000000,415.959595,4532127.500000,1883940.750000,13323.519,23082.910,23161.889,23115.885,5145.061523,-1398.888062,96.496872,50.050682,23120.227,133.444305
30-01-2023 15:45:00000,1278.881470,0.000000,0.000000,395.590454,4533406.500000,1883545.125000,13282.697,23009.652,23088.658,23046.303,5091.392090,-1780.500854,94.394424,50.044762,23048.205,135.439270
30-01-2023 16:00:00000,1272.677002,0.000000,0.000000,408.892181,4534679.000000,1883136.250000,13299.845,23043.160,23118.201,23072.012,5093.653809,-1577.129639,95.525818,50.034134,23077.791,133.696091
30-01-2023 16:15:00000,1150.277710,0.000000,0.000000,422.023773,4535829.000000,1882714.250000,13304.243,23038.428,23109.193,23084.123,3805.171875,-1720.916748,91.115021,50.053719,23077.248,104.807755
30-01-2023 16:30:00000,1149.736328,0.000000,0.000000,432.167908,4536979.000000,1882282.125000,13300.019,23038.148,23110.133,23073.547,4964.192871,-1876.380493,93.540863,50.129955,23073.943,133.122208
30-01-2023 16:45:00000,1269.072876,0.000000,0.000000,456.326324,4538248.000000,1881825.750000,13346.369,23120.289,23194.221,23154.342,5094.664551,-1765.056030,94.489899,49.964001,23156.283,134.717224
30-01-2023 17:00:00000,1276.923340,0.000000,0.000000,485.973511,4539525.000000,1881339.750000,13303.204,23040.941,23116.236,23082.135,5085.663086,-2186.926270,91.866325,50.090855,23079.770,138.784714
30-01-2023 17:15:00000,1275.685913,0.000000,0.000000,522.774414,4540800.500000,1880817.000000,13311.210,23056.717,23132.945,23095.811,5082.012207,-2003.286133,93.032837,50.051083,23095.158,136.849808
30-01-2023 17:30:00000,1281.192505,0.000000,0.000000,528.710449,4542082.000000,1880288.250000,13297.570,23031.496,23106.461,23072.047,5160.916504,-1993.816895,93.280869,50.047966,23070.000000,138.765900
30-01-2023 17:45:00000,1300.282227,0.000000,0.000000,520.403870,4543382.000000,1879767.875000,13278.224,22998.963,23069.729,23035.850,5256.593750,-2164.489746,92.467751,49.944294,23034.846,142.798965
30-01-2023 18:00:00000,1311.719238,0.000000,0.000000,527.357666,4544694.000000,1879240.500000,13309.218750,23049.820,23122.324,23091.869,5279.481934,-1817.955933,94.551392,49.971157,23088.004,139.922455
30-01-2023 18:15:00000,1245.435547,0.000000,0.000000,506.706146,4545939.500000,1878733.875000,13273.092,22982.398,23055.463,23032.621,4109.122559,-2182.611084,88.314781,50.086472,23023.494,116.990837
30-01-2023 18:30:00000,1028.005249,0.000000,0.000000,480.494415,4546967.500000,1878253.375000,13314.995,23056.971,23124.512,23101.402,4062.423828,-1514.729126,93.698570,50.167267,23094.297,108.727974
30-01-2023 18:45:00000,1257.578979,0.000000,0.000000,483.205231,4548225.000000,1877770.125000,13300.678,23030.738,23098.346,23076.646,5182.505371,-2161.595459,92.293663,50.126339,23068.578,140.872177
30-01-2023 19:00:00000,1306.357056,0.000000,0.000000,468.098541,4549531.000000,1877302.000000,13375.640,23154.953,23214.500000,23205.160,5180.217773,-1596.914917,95.562325,50.032902,23191.539,135.299774
30-01-2023 19:15:00000,1307.409912,0.000000,0.000000,237.668304,4550838.500000,1877064.375000,13331.758,23084.666,23130.619,23119.398,5248.569824,-708.560059,99.101013,49.979984,23111.561,132.633133
30-01-2023 19:30:00000,1314.820557,0.000000,0.000000,156.634430,4552153.500000,1876907.750000,13372.075,23155.814,23211.551,23192.887,5282.060547,-503.154755,99.549370,49.818844,23186.752,132.468277
30-01-2023 19:45:00000,1452.738403,0.000000,0.000000,224.526138,4553606.000000,1876683.250000,13373.283,23157.529,23194.311,23186.082,6682.440918,-656.495483,99.520889,49.837292,23179.307,167.561890
30-01-2023 20:00:00000,1817.242310,0.983378,0.000000,117.398476,4555423.500000,1876566.750000,13323.515,23072.855,23113.250000,23099.555,7861.411133,-204.534546,99.966171,49.841816,23095.221,196.882706
30-01-2023 20:15:00000,1998.212280,16.976620,0.000000,22.829836,4557421.500000,1876561.000000,13353.834,23126.123,23166.797,23151.637,8053.047852,423.562927,-99.861969,49.721165,23148.186,201.442642
30-01-2023 20:30:00000,2026.212402,70.463730,0.000000,0.369007,4559448.000000,1876631.000000,13337.773,23099.908,23138.248,23121.408,8168.473145,35.433891,-99.999062,49.861141,23119.855,204.252640
30-01-2023 20:45:00000,2114.941162,17.749113,0.000000,30.168083,4561563.000000,1876618.625000,13377.512,23170.205,23210.801,23190.779,8606.585938,-91.598869,99.994339,49.936371,23190.593750,214.526291
30-01-2023 21:00:00000,2164.143799,2.382179,0.000000,57.896347,4563727.000000,1876563.125000,13362.080,23140.730,23179.729,23164.652,8614.762695,-324.703522,99.929047,49.988304,23161.703,215.135880
30-01-2023 21:15:00000,2159.081787,6.795281,0.000000,39.884327,4565886.000000,1876530.000000,13365.177,23144.742,23192.088,23174.508,8624.777344,225.645905,-99.965797,49.981026,23170.447,215.234146
30-01-2023 21:30:00000,2183.143311,23.443293,0.000000,17.209272,4568069.000000,1876536.250000,13341.626,23096.840,23137.787,23134.127,8773.641602,-51.996429,99.998245,50.059700,23122.918,219.340805
30-01-2023 21:45:00000,2191.205811,33.466595,0.000000,12.696435,4570260.500000,1876557.000000,13344.581,23103.299,23144.086,23138.055,8817.844727,371.264038,-99.911484,50.004852,23128.479,220.591019
30-01-2023 22:00:00000,2192.917725,66.453926,0.000000,0.553293,4572453.500000,1876622.875000,13368.674,23149.275,23189.437500,23177.414,8745.805664,415.393219,-99.887398,50.088615,23172.043,218.437271
30-01-2023 22:15:00000,2315.012451,72.137253,0.000000,0.095712,4574768.500000,1876695.000000,13367.890,23146.406250,23187.232,23176.738,9801.824219,66.813972,-99.997681,50.119873,23170.125000,244.508881
30-01-2023 22:30:00000,2246.067139,94.070007,0.000000,1.570320,4577014.500000,1876787.500000,13387.305,23179.104,23217.166,23209.986,9184.836914,1043.307129,-99.361038,50.008968,23202.086,230.288742
30-01-2023 22:45:00000,2426.024658,231.140778,0.000000,0.000000,4579440.500000,1877018.625000,13356.422,23128.865,23161.932,23151.682,10305.919,769.986084,-99.722061,49.961288,23147.492,258.050598
